;Texto;Classificação
671;Nunca se viu na história do país um PR tão covarde e pequeno qto Bolsonaro. Dilma sofreu um impeachment de cabeça erguida - altiva - não despejou uma lágrima, nem ficou de mimimi. Lula passou 580 dias preso injustamente e saiu ainda mais fortalecido. Orgulho! RENUNCIA BOLSONARO!;Neutro
672;Fiquei confiante pra trocar uma ideia politica com o Uber pois ele criticou o povo que tá bloqueando as ruas Não deu cinco minutos pra ele chamar o Lula de anticristo;Negativo
673;Casa que foi comitê da campanha do Bolsonaro em Brasília agora é usada para encontros do general Braga Netto com políticos aliados e militantes bolsonaristas que defendem golpe militar. Nenhuma surpresa... Que golpistas sejam punidos o quanto antes!!;Positivo
674;ENQUANTO O BOZO BRINCAVA DE BLOQUEIO DE ESTRADA, LULA FECHAVA NEGÓCIOS COM O MUNDO. O MERCADO PERCEBEU, LULA TRAZ GRANA. QUEREMOS LULA. @AttuchLeonardo @ZereinaldoJos;Positivo
675;Eita dia lindo  já sem restrição ,vou começar a seguir de volta meus amigos novos dia maravilhoso a todos;Positivo
676;ver que toda a parte da minha familia que reclamava do jeito que eu me vestia votou no bolsonaro nao me surpreende;Negativo
677;A safadeza é tanta que o Braga Netto, vice de Bolsonaro formou o QG DO GOLPE para tramar com os nazifascistas os atos antidemocráticos. Alô @STF_oficial Alô @alexandre;Positivo
678;Eu sou presidente da República. Não vou me basear por futrica e por Twitter.;Negativo
679;ATENÇÃO! Mais um escândalo descoberto aqui na transição: a SECOM enfiou 13 milhões de reais do dinheiro do povo na Paraná Pesquisas! Existe uma quadrilha na SECOM que irriga todos os os ministérios com muito dinheiro pra manter um projeto de poder. Irão pra cadeia com Bolsonaro.;Positivo
680;Informação que corre aqui nos corredores do congresso é que Bolsonaro estaria em depressão profunda e com crises de pânico. O medo da prisão seria a causa. Os gastos de mais de 3 milhões com vinho importado e whisk 18 anos a bordo do avião presidencial seria só a ponta do iceberg;Positivo
681;jornal falando que nao vai vender cerveja na copa, pessoas no tt preocupadas com a liberdade de diogo defante, pessoas com medo do twitter acabar... como é gostosa a vida sem o bolsonaro enchendo o nosso saco;Positivo
682;Usando a mesma desculpa da parcialidade do juíz Moro para anular sentença do Lula, podem agora anular a eleição por parcialidade do Juíz no TSE.;Positivo
683;Obrigado galeraaa de esquerda! Obrigadooo mesmo! @Nilsonhandebol essa ideia de nos fortalecer é perfeita! Já segui a todos, caso não tenha seguido alguém, avise aqui pfvr.;Positivo
684;Lula não foi convidado para falar na COP27. Não está na agenda oficial e não existem fotos com chefes de Estado. A ONG esquerdista “Consórcio Interestadual Amazônia Livre” o chamou para uma palestra no estande deles, só isso. E fizeram um carnaval… Você já está sendo enganado!;Negativo
685;Lula nem assumiu o governo ainda, mas é impressionante como o país mudou em duas semanas. Exemplos práticos: I) Furar o teto de gastos (inclusive para fins eleitoreiros), na ordem de R$ 795 bilhões em 4 anos, era totalmente aceitável. Agora, subitamente, virou um problema.;Negativo
686;Fiquei feliz ao saber de uma carta de pessoas importantes me alertando sobre problemas econômicos e dando sugestões. Eu sei ouvir conselhos e, se fizer sentido, seguir.;Negativo
687;Vocês querem entender a gravidade do descontrole sobre armas de fogo do Governo Bolsonaro e como ele armou a criminalidade? De 49 fuzis T4 da Taurus, apreendidos no Sudeste com facções criminosas, 34 tinham sido adquiridos LEGALMENTE com registro de CAC. ESTARRECEDOR!;Positivo
688;Bolsonaro nem saiu e já está fazendo falta. Depois de ver o que está acontecendo com o país, meu arrependimento é não ter apoiado nosso presidente do início ao fim. Mas farei tudo o que estiver ao meu alcance lutando por liberdade e, dessa forma, tentar compensar meus erros.;Negativo
689;toda vez que eu volto pro Tinder é o mesmo roteiro: não consigo manter 5 minutos de conversa com ninguém. dou uns matchs, alimento meu ego, me sinto vazia e nunca mais volto (até retomar o ciclo;Negativo
690;O Brasil vai parar geral. Dobraram a aposta, preparem!!!!!;Positivo
691;Vou assinar o Prêmio Camões para o Chico Buarque, que o atual presidente nunca quis assinar. E se Deus quiser vou voltar a Portugal quando ele receber o prêmio.;Neutro
692;*JAPÃO DECLARA AO MUNDO QUE A IVERMECTINA É MAIS EFICAZ QUE A VACINA* E agora? Quem estava certo? Quem vai pedir desculpa a Bolsonaro? Quem vai ter humildade de pedir desculpa às famílias que perderam seus entes queridos?;Negativo
693;Acabei de assistir à coletiva do Lula e do Primeiro-ministro de Portugal. Eu não estava acostumado a ver o presidente brasileiro ser bem educado, sorrir e responder com humildade sem ofender os jornalistas. É muita diferença!;Positivo
694;Eu não consigo acreditar que a imprensa e todos esses doutores em economia foram “enganados” pelo discurso de “arrependimento e aprendizado” do Lula. Pelo contrário, Lula nunca sequer pediu desculpas ao povo brasileiro pelos trilhões encontrados pela lava-jato.;Negativo
695;LULA ELEITO FIM DE HOLIVIA ALBUM NOVO DO LOUIS E ELE EM 1# COPA DO MUNDO HARRY NO BRASIL NUNCA ESTIVE TAO FELIZ;Positivo
696;Nenhuma palavra do presidente contra os atos antidemocráticos. Nenhum movimento contra os ataques que a nossa Democracia vem sofrendo. Quem cala consente, Bolsonaro, e é por isso que o povo te expulsou da presidência.;Negativo
697;#Caminhoneiros Sabe o que o Lula e os próximos presidentes devem fazer? Investir em ferrovias, colocar o transporte de alimentos e bens novamente nos trens. Chega de ficar na mão de caminhões. Nossas estradas ficarão menos perigosas. Deixar as estradas para carros e ônibus.;Positivo
698;O que eu acho muita loucura é o brasileiro não distinguir entre quem plantou e quem colheu. Lula no 1º mandato colheu o que FHC plantou em seus 2 mandatos. E Lula saiu como herói. Lula plantou a política econômica que destruiu o país e Dilma continuou e colheu seu impeachment.;Negativo
699;Com o fim do seu mandato, Bolsonaro perde o furo privilegiado. Digo, o foro…;Positivo
700;queria tá igual o Bolsonaro, 15 dias sem trabalhar e o salário na conta;Neutro
701;Forças Armadas não aderiram a transição e fecharam a porta para interlocutores de Lula;Positivo
702;Você já brigou por causa do Presidente Bolsonaro?;Negativo
703;PESSOAL POBRE, VOCÊS PRECISAM MESMO DE COMER??? NÃO DÁ PRA SEGURAR ATÉ 2026??? SE O LULA COLOCAR COMIDA PARA VOCÊS COMO PRIORIDADE, A BOLSA PODE CAIR MAIS!!! SÓ HOJE OS ESPECULADORES FINANCEIROS PERDERAM 2%, VOCÊS NÃO TEM PENA DELES??? EGOÍSTAS!!!;Negativo
704;eu gostaria de deixar muito claro aqui que eu ADORARIA ver jair bolsonaro se lascando de todas as formas possíveis e imagináveis isolado choroso acamado debilitado deprimido passando pelas PIORES coisas que um ser humano pode passar essa moral cristã eu não carrego não;Negativo
705;Usar a Globo como fonte de informação é o mesmo que usar o Lula como referência de honestidade!;Positivo
706;Lembre-se do que ensinou Napoleão Bonaparte, um dos maiores estrategistas da história: “Nunca interrompa um inimigo enquanto ele estiver no processo de auto-destruição” O silêncio do Presidente Bolsonaro é proporcional ao desespero da esquerda, que se enforca cada vez mais.;Negativo
707;Bolsonaro empregou 31 pessoas na transição, Lula até agora só 14! Bolsonaro custou o dobro, o resto é conversa fiada de”patriota” vagabundo fazendo “patriotagem” com o dinheiro dos nossos impostos, e tentando desviar o foco!;Positivo
708;Em 2023, faremos uma Cúpula da Amazônia, com todos os países que tem parte da Amazônia. Nós nunca nos reunimos para apresentar uma proposta ao mundo. Não é só preservar, mas queremos saber como que o mundo irá nos ajudar a cuidar do que é bom para o planeta terra todo. #COP27;Negativo
709;Bolsonaro é um ladrão! Passou 4 anos roubando o dinheiro do povo e escondendo a sujeira debaixo do tapete! Estamos levantando todos os seus crimes para que o presidente Lula possa decretar o revogaço na comunicação e expô-lo pro mundo! Esse bandido irá pra cadeia! Escrevam isso!;Negativo
710;""" A eleição acabou eu sou Bolsonaro vc é lula, vamos ser amigos?"" NÃO.";Negativo
711;O Silêncio do Bolsonaro tá deixando o Consórcio em polvorosa e desespero. Se eles soubessem o q virá...;Positivo
712;O Lula roubou bilhões, mas não comprou nenhum triplex. Já a família bolsonaro nunca roubou e comprou 51 imóveis com dinheiro vivo.;Negativo
713;Tem muita gente que ganha dinheiro com a oscilação da bolsa e do dólar causadas pelas falas desastrosas de Lula. Lula, os farialimers lulistas e os banqueiros estariam “combinando o jogo”?;Positivo
714;Se você for nos grupos de whatsapp parece que a economia brasileira afundou após/por causa da eleição do Lula. Abundam Índices negativos falsos e/ou descontextualizados, noticias manipuladas, etc. E não, não estou falando apenas dos grupos bolsonaristas.;Negativo
715;Imprensa oligopolista brasileira já mostrou que vai chantagear o governo Lula dia e noite, 7 dias por semana;Negativo
716;Quando Bolsonaro venceu em 2018, a equipe de transição dele tinha 20 pessoas Só os nomes do Alckmin já ultrapassam 200 pessoas Eles tão com fome de $$ público Vamos falir em 1 ano;Positivo
717;Governo Bolsonaro NÃO comprou vacinas de 2.a geração da COVID: “mercado” não vai reagir? Bolsa vai cair? Dólar vai subir? Alô, mercadinho?!;Negativo
718;Lula foi ao Egito participar da COP27 no jato do empresário José Seripieri, o Júnior. Dono da operadora de planos QSaúde, Júnior é um bilionário cheio de amigos poderosos a quem gosta de emprestar aeronaves, convidar para passear de iate e para visitar sua casa em Angra.;Neutro
719; PROJEÇÃO- PRIMEIRA AVALIAÇÃO AO GOVERNO LULA (PT) Ótimo/Bom: 51% Regular: 14% Ruim/Péssimo: 35% Datafolha  DATA PREVISTA: 02/04/2023;Positivo
720;É muito grave revelação do TCU de que 79 mil militares receberam auxílio emergencial indevidamente durante a pandemia. O governo Bolsonaro nunca foi transparente  para abrir espaço para todo tipo de fraude. É preciso um pente-fino para acabar com qualquer irregularidade!;Positivo
721;"Lula: ""Vai cair a bolsa, vai aumentar o dólar, paciência!"" Faz o L";Positivo
722;"Quando os falsos patriotas falam que ""a nossa bandeira jamais será vermelha"", será que eles sabem que o nome do nosso País é referência à uma árvore, cujo tronco é vermelho como  a ""Brasa"" e por isso tem o nome de Pau Brasil? Vermelho está no nosso sangue e no nome do nosso País!";Negativo
723;A equipe de transição de Lula até agora: - 18 nomes condenados ou suspeitos de crimes de corrupção - Economistas respeitados tendo orientações ignoradas - Integrantes que defendem fake news como combate político - representantes de movimentos que invadem terras.;Positivo
724;assim como o presidente não-eleito jair bolsonaro hoje estou apático, depressivo e sem vontade de trabalhar;Negativo
725;QUANDO LULA FALA DO CLIMA, TODO MUNDO APLAUDE, MAS QUANDO BOLSONARO FALOU DO CLIMA (NO CASO, UM CLIMA ENTRE ELE E UMA MENINA DE DOZE ANOS), TODO MUNDO CRITICOU!!! POR QUE ESSA DISTINÇÃO???;Negativo
726;Janja vai continuar usando roupa boa e cara. Lula vai continuar usando relógio caro e morando bem. Porque a esquerda não prega voto de pobreza. A esquerda quer que o pobre tenha trabalho e acesso a tudo de bom que a sociedade produz. Quem gosta de pobre na miséria é a direita!;Neutro
727;que vício você tem...  que fica difícil para você deixar?;Negativo
728;"Um homem chega ao psicólogo relatando uma tristeza profunda após uma derrota que sofreu. O psicologo diz:  vc precisa se divertir, ver coisas engraçadas. Já leu as noticias sobre o bolsonaro chorando? ""Mas doutor"" diz o homem";Negativo
729;Vamos criar o Ministério dos Povos Originários, para que os próprios indígenas apresentem propostas para sobrevivência digna, segurança, paz e sustentabilidade. Os povos originários e aqueles que residem na região Amazônica devem ser os protagonistas da sua preservação. #COP27;Neutro
730;Vamos falar com o secretário geral da ONU para que a próxima COP seja feita no Brasil, na Amazônia. Acho importante que as pessoas que defendem a Amazônia conheçam a região e a realidade concreta.  #COP27;Neutro
731;eu ainda acho que dá pra deixar o bolsonaro MAIS triste, MAIS deprimido, MAIS apático;Negativo
732;Usar a Globo como fonte de informação é o mesmo que usar o Lula como referência de honestidade!;Positivo
733;Agradeço ao presidente Lula e ao nosso coordenador e vice presidente Alckimin pela nomeação para compor a equipe de transição. Neste primeiro momento, vamos trabalhar para desmontar a máquina de ódio instalada na Secom e preparar o caminho para a comunicação do futuro governo.;Neutro
734;eu também queria estar de férias desde outubro tal qual Jair Bolsonaro;Negativo
735;EU IA CRITICAR ESTE DISCURSO DO LULA PONTO A PONTO, MAS NO MOMENTO ESTOU CHORANDO EM POSIÇÃO FETAL.;Negativo
736;Lula andando de jato Gulfstream (a Ferrari dos jatinhos), com todos os luxos de um multibilionário, bebendo os drinks mais caros do planeta, produzindo incontáveis toneladas de CO2, para falar do clima sob rótulo de “pai dos pobres”. Confia .;Positivo
737;Orgulho de ser brasileiro;Positivo
738;"Não por acaso, a frase que mais tenho ouvido dos líderes de diferentes países é ""o mundo sente saudade do Brasil."" Quero dizer que o Brasil  está de volta. Está de volta para reatar os laços com o mundo e ajudar novamente a combater a fome no mundo. #COP27";Negativo
739;O mais bizarro é que Lula perdeu completamente a vergonha: pegou carona num jato de um empresário envolvido em diversos escândalos e que teve que PAGAR R$200 MILHÕES DE MULTA! Ele sabia que isso se tornaria público e mesmo assim o fez.;Negativo
740;A imprensa internacional dando destaque e devida importância a Lula na COP 27 e diz que ele pode salvar o mundo. Sinceramente, sinto inveja dos países que têm imprensa.;Negativo
741;A derrota de Bolsonaro acabou com o cercadinho do Alvorada. Agora os alucinados, puxa-sacos e extremistas se juntam em Brasília na área do QG do Exército. O Forte Apache virou um cercadão de golpistas.;Positivo
742;Vamos voltar a proteger a nossa biodiversidade! Lula acaba de reforçar: “NÃO há segurança climática para o mundo sem uma Amazônia protegida. Não mediremos esforços para ZERAR o desmatamento até 2030”. Vamos juntos, Presidente . #COP27 #CopnaAmazônia;Negativo
743;"Enquanto o NYT chama o Lula de EXUBERANTE, o ancora da @GloboNews fala que o Lula é o representante do ""baixo-clero"" internacional... É MOLE ?";Neutro
744;“A frase que mais tenho ouvido dos líderes de diferentes países é ‘o mundo sente saudade do Brasil.’ Quero dizer que o Brasil  está de volta”, acaba de anunciar o presidente LULA na Cop27. Que orgulho termos um governante que põe nosso País outra vez no centro do mundo !;Negativo
745;Já fazem 15 dias que o gado disse que o golpe viria com 72h. Comente: NÃO TERÁ 3º TURNO;Negativo
746;O Brasil é o lugar onde a esquerda é punida pelos crimes que não praticou para “moralizar” a gestão pública e a direita é blindada pelos crimes cometidos para “pacificar” o país. Quem prendeu Lula ilegalmente e golpeou Dilma sem crime agora quer anistiar bolsonaro. É inaceitável.;Neutro
747;Você deve ter lido que o PL pediu anulação da eleição. Mas, talvez não saiba que Bolsonaro usou a estrutura do governo federal e, mais especificamente, a da Presidência da República, para mais essa tentativa de golpe. Aqui, explico, com reportagens que publiquei no @brasildefato.;Neutro
748;Um amigo aqui lembrava: anula a eleição, mandato de Bolsonaro acaba, judiciário assume governo. XANDÃO NA PRESIDÊNCIA DA REPÚBLICA: EU ACREDITO!;Neutro
749;URGENTE! Bolsonaro vai pedir anulação das eleições, utilizando relatório de um Instituto cujo dono teve viagens pagas com dinheiro público e recebeu mais de R$ 450 mil do PL! Vai dar cadeia pra TODO MUNDO!! ALEXANDRE EU AUTORIZO!!;Positivo
750;SIM! Eu questiono o caráter de quem apoia Bolsonaro.;Negativo
751;Pessoal tomei um ranço de alguns artistas que apoiaram o Lula, não escuto e não vou a mais nenhum show, isso também aconteceu com vocês?;Negativo
752;Se eles continuam repetindo suas mentiras, temos que continuar dizendo nossa verdade.;Negativo
753;Direita e esquerda é o seguinte: Direita: mais dinheiro no seu bolso, o dinheiro q vc ganha vai ficar no seu bolso e vc vai decidir o q fazer com ele. Esquerda: o SEU dinheiro vai pro governo, ele vai fazer o que quiser com ele. É essa a discussão. Concorda??;Neutro
754;Dois meses atrás o Bolsonaro estava levando a Malafaia a tiracolo em viagem internacional pra passar vergonha no velório da Rainha Elizabeth. Sei que as pessoas esquecem rápido mas é bom colocar tudo em perspectiva;Negativo
755;Efeito Lula:  a terceira maior frabicante de tvs do mundo, que é chinesa, já decidiu vir pro Brasil. Espalhem!;Positivo
756;89 mil na conta da Micheque Bolsonaro, ok!!! Blusa da Janja que custa 2.500 comprada com o dinheiro dela, gerou o MUMUMU da ala bolsonarista.;Neutro
757;TCU vai nos enviar relatório de 29 áreas com suspeita de fraude, desperdício, abuso de autoridade e má gestão de Bolsonaro. Em um dos setores o prejuízo é de R$ 5,6 bi. Daí se vê que fala anticorrupção era enganação. Vamos fazer pente fino e mostrar à sociedade o que encontramos.;Positivo
758;Lula com relógio de R$ 84.000, pagando R$ 7.000 de diária em hotel no exterior, Janja usando blusa de R$ 2.500… Mas o problema é a classe média ter duas TVs em casa!;Positivo
759;Os iluministros estão é passando vergonha nos EUA, teve até um drone de piroca atrás do Moraes kkkkk Ninguém mais respeita.;Positivo
760;O problema não é pegar carona num jatinho de empresário. É pegar carona de um empresário que pagou 200 milhões de reais pra sair de cana numa delação premiada e que se beneficiou de um regulação criada no governo Lula que permitiu a criação do modelo de negócio Qualicorp.;Negativo
761;Bolsonaro tem: -Povo nas ruas -Capital político -A presidência do Brasil (ainda) -Enorme bancada no legislativo -E o mais importante, pautas legítimas: voto auditável, combate aos excessos do judiciário, etc E o que ele faz? Deixa o povo à míngua a espera de um milagre.;Positivo
762;eu tenho um ranço da tebet, acho que consegue superar o lula, que mulherzinha;Negativo
763;A estratégia do golpe não foi abandonada. Bolsonaro aposta no crescimento das manifestações de rua para armar o caos. A ideia é a de tensionar ao máximo até a posse de Lula e, depois, inviabilizar o governo. É preciso uma estratégia específica para enfrentar a radicalização.;Positivo
764;"""E o PT?"" - pergunta feita quando o PT já estava fora do poder fazia tempo, logo NÃO procede. ""E o Bolsonaro?"" - pergunta feita enquanto o jument@, infelizmente, ainda está na presidência, logo PROCEDE. Assunto encerrado. Próxima.";Neutro
765;Quando estiver triste, lembre-se que Bolsonaro não será mais seu presidente a partir de janeiro.;Negativo
766;Malafaia criticou a ida de Lula ao Egito em jatinho de empresário. Logo ele, que foi pro enterro da rainha da Inglaterra às custas do dinheiro público e sem ser convidado! Hipócrita!;Neutro
767;Se o problema do Brasil for o voo do Lula e o valor da camisa da Janja sinal de que estamos bem! Voltamos a normalidade, onde o único problema é o preconceito de classe, do tipo, faxineira não pode ir à Disney, pobre não pode viajar de avião… e por aí vai!;Positivo
768;Lembrando do Teori, se eu sou o Lula só entro em jatinho de amigo mesmo...;Positivo
769;#COP27 mais de 500 jatinhos de luxo pousando no aeroporto do Egito junto com o jatinho do Junior da Qualicorp amigão do Lula . Viva a Natureza otário;Positivo
770;Amo que o Br tá funcionando totalmente no freestyle (pq desgovernado tá faz tmp): - bonoro desistiu de terminar o mandato e tá só ocupando o Alvorada - M0urão é vice decorativo ngm sabe ngm viu - o STF tá fazendo sei lá o q em NY - Lula já é presidente em exercício e tá na COP27;Neutro
771;Equipe de transição de Lula já pediu  os dados oficiais de desmatamento na Amazônia e no Cerrado. É preciso entender a gravidade do que o bolsonarismo fez aos nossos biomas e atuar rapidamente. Queremos participar ativamente dessa reconstrução na defesa do Meio Ambiente!;Positivo
772;Gente só a globolixo irá transmitir a copa do mundo...... já sabem né dar um puta prejuízo pra essa merda de emissora.....boicotar o canal....nosso país é muito mais importante......conto com todos.....espalhem....;Positivo
773;Você que votou no Molusco, me fala a verdade: Como você se sentiria se o advogado do Bolsonaro estivesse em Nova York jantando com os JUÍZES responsáveis por julgar processos contra o próprio Bolsonaro? Suspeito né? Então, sabe o Zanin...?;Negativo
774; Eiii?? Você aí mesmo! Mano o Lula não vai assumir. As coisa anda acontecendo na sua frente se você pensar direitinho você perceberá o que esta acontecendo nesse jogo politico. Pessoas viajando ou fugindo. Mudança de discurso. Preocupações. Partido contra o Vice. Ta na cara!!!;Neutro
775;Acabei de solicitar ao Procurador Geral da República, via oficio, a instauração de investigação para apurar o motivo e em que circunstâncias houve o empréstimo de avião particular do empresário JOSÉ SERIPIRI JÚNIOR a LUÍS INÁCIO LULA DA SILVA, para ir ao Egito na manhã de hoje.;Neutro
776;Quando se sentir um perfeito idiota lembre-se do fugitivo Allan dos Santos que atacou e xingou uma pessoa desconhecida em Nova York  achando que era alguém do governo Lula.;Negativo
777;SOUBE NO ZAP QUE O LULA TAVA PILOTANDO UM NAVIO HOJE;Negativo
778;"bolsonaro negligenciou a pandemia, negou vacina, atacou imprensa, demitiu ministros por motivos torpe, ficou de 4 pro centrão pela ""governabilidade"", trocou gerencia da pf pra defender o filho e +, mas a culpa do lula voltar é sua que não compactuou c/ a incompetencia e ego dele.";Negativo
779;Lula é mesmo um gênio. Alckmin como coordenador da equipe de transição é a garantia de três ou quatro doses diárias de calmante, aplicadas en rede nacional na forma de anúncios e entrevistas.;Neutro
780;acho incrível como o tema de redação e algumas questões da prova do enem socaram a cara do bolsonaro;Neutro
781;Vocês já se interessavam por política antes do Bolsonaro?  Respondam Sim ou Não;Negativo
782;O Lula vai descobrir que o preço de ter um eleitorado que só existe nas urnas eletrônicas do TSE e nas redações da Globo pode ser caro demais para um homem da sua idade, liderando uma coalizão de serpentes que se devoram mutuamente.;Negativo
783;“O Brasil tem o maior crescimento de nazismo no mundo, e isso [...] tem a ver com Bolsonaro.” Michel Gherman, historiador especializado no Holocausto (Folha de S.Paulo, 13 nov. 2022, p. B3);Positivo
784;O Presidente Jair Bolsonaro, não foi ao QG do Exército, hoje, em Brasília. O vídeo que está circulando, é antigo!;Negativo
785;O Presidente Bolsonaro ainda pode contar com seu apoio.!;Positivo
786;Por que alguns acreditam que “algo vai acontecer” para manter Bolsonaro no Poder? Segue o;Negativo
787;"Pelo visto até os companheiros do bandido Lula q estão dentro das penitenciárias não gostaram de ouvir ""Lula ladrão seu lugar é na prisão""";Positivo
788;O Brasil não vai prosseguir enquanto não enterrarmos de vez o lavajatismo, portanto: Lula É inocente Dilma e Mantega não destruíram nossa economia A lava jato provocou desemprego em massa PROPOSITALMENTE A soberania proporcionada pelos governos Lula e Dilma incomodou os EUA.;Negativo
789;Em 2018 quando o Haddad perdeu a eleição no outro dia petistas foram trabalhar. Agora que Bolsonaro perdeu tem 12 dias que bolsonaristas estão acampados em frente a quartéis pedindo golpe. Depois é a esquerda que tem vagabundos, né?;Negativo
790;Sabe por que o Teto de Gastos foi furado cinco vezes no governo Bolsonaro e não teve impeachment: porque foi pra ajudar os ricos.;Negativo
791;O silêncio de Jair Bolsonaro está fazendo um enorme barulho em Brasília.;Negativo
792;30/10: Lula eleito. 12/11: Santos campeão. Falta de aviso não foi. SANTOS.;Positivo
793;Excelentíssimo senhor Ministro da Saúde @mqueiroga2 fechado com Bolsonaro. Onde estão as vacinas Bivalentes que conferem proteção contra a subvariante BQ.1 da ômicron, que a ANVISA ficou de liberar DESDE SETEMBRO?! O Brasil tá surfando em uma onda sob SEU COMANDO no Ministério!;Neutro
794;"Debandada do gado... Alexandre Frota, que era bolsonarista, relata que parlamentares da base do atual desgoverno já vêm se movimentando para tentar aproximação com ""O Cara"". ""Bolsonaro morreu"", teria dito parlamentar bolsonazista ao tentar se aproximar do governo Lula.";Neutro
795;Agora que o Lula foi eleito ele vai quebrar os 100 anos de sigilo sobre o que tem na lata de redbull do @djramemes;Positivo
796;Não foi o povo que elegeu Lula. Foi o TSE/STF que escolheu Lula. Esse é o tweet.;Negativo
797;Ah, mas a bolsa perdeu 100 bilhões com a fala do Lula. Amigo, quem 'perdeu' foram especuladores. Prejuízo teve o povo que perdeu os 400 bilhões que Bolsonaro deu pro Centrão pra comprar a reeleição e mesmo assim não conseguiu.;Negativo
798;O mercado que ficou nervoso com o Lula chorando por causa dos pobres passando fome é o mesmo que ficou tranquilo com Bolsonaro imitando pessoas morrendo sem ar.;Positivo
799;Lula está se hospedando em um hotel com diária de R$6.500, enquanto Bolsonaro ficava nas instalações militares a custo zero ou em hotéis comuns. O Brasil sentirá falta do melhor presidente que já teve.;Positivo
800;Voltando a estudar por ele... POR LULA.;Negativo
801;### LULA QUER CRIAR REGRAS PARA TRABALHADORES DE APLICATIVOS COMO UBER E IFOOD. . Não foi por falta de aviso. Esse tipo de medida, apesar do discurso “bonitinho”, só vai atrapalhar a empregabilidade dos mais pobres.;Positivo
802;Bolsonaro continua com infecção nas pernas, causado pela erisipela Bolsonaro tem recebido visitas de shorts Sua perna esquerda, abaixo do joelho, está muito inchada e cheia de feridas Só não entendo porque ele continua com esse mimimi e ainda não arrancou essas pernas inúteis!;Positivo
803;Transformar o meme “O lula ta preso, babaca” em “O lula ta eleito, babaca” não depõe contra o anti-lulista e sim contra o eleitor do bandido condenado Ainda bem q são minoria Cidadãos de bem, dirigiam-se pras portas dos quartéis! #Dia15VaiSerGigante;Positivo
804; FARRA NO CARTÃO CORPORATIVO Deputado Elias Vaz (PSB-GO) fez um levantamento no Portal da Transparência e demostrou aumento de 108% nos gastos do cartão corporativo do, ainda, presidente Jair Bolsonaro (PL).;Positivo
805;"O Lula ""É engraçado que esse mercado não ficou nervoso com 4 anos de Bolsonaro"" KAKAKKAKAKAKA";Positivo
806;### ARMÍNIO FRAGA SE JUNTA AO CORO DOS ARREPENDIDOS NO ARMÁRIO E RETRUCA LULA: “RESPONSABILIDADE FISCAL AJUDA OS MAIS POBRES”.;Positivo
807;URGENTE: Para tranquilizar eleitores, Lula anuncia novo nome para tentar acalmar o mercado, o nome anunciado é o Sifudel Fasuéli. Nome promete agradar petistas.;Positivo
808;Se Moraes pede a Lula projeto para regularizar a mídia, é por que o Congresso está definitivamente fora do jogo... Só vão receber o salário!!;Positivo
809;Falar que o mercado é bolsonarista é uma meia verdade e serve mais pra passar pano pras besteiras que o Lula e o PT falaram hoje ao longo do dia inteiro. Primeiro: o mercado é muito diverso, tem gestor que ama Bolsonaro, tem gringo que torceu pro Lula e tem investidor que só...;Negativo
810;URGENTE: Para tranquilizar eleitores, Lula anuncia novo nome para tentar acalmar o mercado, o nome anunciado é o Sifudel Fasuéli. Nome promete agradar petistas.;Positivo
811;"""Bolsonaro está em silêncio"" Ok, seja a voz dele, NA RUA! BORA";Neutro
812;Bolsonaro devastado com a passagem do furacão Lula por Brasília.... Rsrss;Positivo
813;Lula está garantindo que o auxílio continue em R$ 600 e mais benefícios mas Bolsonaro capeta mandou sua base votar CONTRA o auxílio!! Comente: AUXÍLIO 600 Vamos derrotar os bolsonaristas!!;Positivo
814;Essência do relatório dos militares: não há qualquer TRANSPARÊNCIA no processo eleitoral comandado pelo TSE. Mas Lula celebra, com os ministros supremos e demais petistas, a incrível VELOCIDADE do resultado, à frente dos EUA.;Positivo
815;Quem mais quer auxílio 600 e Bolsonaro na cadeia?;Neutro
816;A pessoa acredita na fake news de que o Lula tá internado e mal de saúde. Aí ele aparece dando entrevista. E aí? Se pelo menos servisse pra aprender a duvidar do zap ou cobrar quem compartilhou…;Neutro
817;incrivel lula eleito;Positivo
818;Bolsonaristas jogaram um AVC no Lula, mas acabaram acertando uma infecção no Bolsonaro. Incrível como tudo está voltando contra esssa turma.;Negativo
819; RATOS EM FUGA? O senador Flávio Bolsonaro (PL-RJ) e seu irmão, o deputado federal Eduardo Bolsonaro (PL-SP), foram à embaixada da Itália em Brasília hoje para adiantar o processo de obtenção da cidadania italiana.;Neutro
820;Para quem pergunta cadê o Lula a resposta é: TRABALHANDO! Ou você esperava vê-lo numa motociata por aí?;Negativo
821;Biolsonarismo inventando que o Lula estaria doente e surge a notícia real de que Bolsonaro é quem passa por problemas de saúde. Os caras ainda não entenderam o peso da mão de Deus pra quem usa seu santo nome em vão. Vão aprender da pior maneira.;Negativo
822;Quem votou no Bolsonaro, nas sessões com zero voto para JB, entre em contato urgente com  juridico@carlazambelli.com.br;Positivo
823;Eu estou com Lula! Tu estás com Lula! Ele/ela está com Lula! Nós estamos com Lula! Vós estais com Lula! Eles/elas estão com Lula! Quem mais está com Lula?;Positivo
824;minha mãe acabou de falar que está com medo da Cássia Kiss MATAR o Lula kkkkkkkkk;Positivo
